phase,target_N_star,outer_seed_index,outer_seed_value,inner_seed_value,selected_sensor_ids,selected_sensor_count,selected_sensor_set_hash
2,100,41,943876735,3478534547,"[""DAEXF8484"", ""DAJHM7956"", ""DALBP5360"", ""DAMWS8859"", ""DAUPG9028"", ""DAWAP1896"", ""DAYYE9472"", ""DBFUZ7169"", ""DBIZF0451"", ""DBJPV1452"", ""DBYCW6873"", ""DCAFN1583"", ""DCQTB2627"", ""DDCVA2276"", ""DDGFW8206"", ""DDLSL3066"", ""DDVZB7943"", ""DDZMI3291"", ""DEJMD2536"", ""DEVFQ3796"", ""DEWGT8066"", ""DEYGE9157"", ""DFESS1920"", ""DFFDA0268"", ""DFKYP0941"", ""DFRKF1779"", ""DFVRF7063"", ""DGDNA0617"", ""DGGGM0466"", ""DGRCH4426"", ""DGRSB4646"", ""DHCXV0760"", ""DHIBT9527"", ""DHQVH8975"", ""DHSIJ5379"", ""DIEET8865"", ""DIFIV9884"", ""DIFPQ7419"", ""DIRJX6254"", ""DITUM6528"", ""DIWYY0447"", ""DIXEX6164"", ""DIXUN6634"", ""DJHFB1439"", ""DJIHM1001"", ""DJJVG1917"", ""DJWGZ0445"", ""DKXFR1580"", ""DLIKU5639"", ""DLJWW1620"", ""DLUKV4510"", ""DMAEX1156"", ""DMIYV7889"", ""DMKJB8675"", ""DMMAG3845"", ""DMVDY6300"", ""DNBKU3560"", ""DNVBM2851"", ""DPBXQ5234"", ""DPPCP3370"", ""DPQMK5751"", ""DPWHE0976"", ""DQABT4506"", ""DQAJZ3770"", ""DQIUL8061"", ""DQTUI1287"", ""DQUUS8611"", ""DQWCU6663"", ""DQXJA8041"", ""DQZIL1804"", ""DRILK5150"", ""DRJPX9457"", ""DRRDD3500"", ""DRYBG8957"", ""DRZTP3103"", ""DSHYP2656"", ""DSKEW3707"", ""DSZQR8376"", ""DTCRA7818"", ""DTYDP5264"", ""DUDWN9545"", ""DUNKA8014"", ""DUUZN2841"", ""DVCHA9392"", ""DVCMB9343"", ""DVPEA0040"", ""DVRBW4874"", ""DWCTD3003"", ""DWFRI5691"", ""DWMKK1484"", ""DXHYE9278"", ""DXUQX7513"", ""DYGHJ0891"", ""DYLLV9237"", ""DYWEY8508"", ""DYWWS0378"", ""DZBHR9476"", ""DZBKX0961"", ""DZKWB0839"", ""DZTFU6199""]",100,797ed3fb6a15264b
2,100,42,2763555207,924877724,"[""DACZY2913"", ""DAHAJ0678"", ""DALBP5360"", ""DATLR2184"", ""DBCBA3610"", ""DBDBP2246"", ""DBFUZ7169"", ""DBYCW6873"", ""DCFVE7122"", ""DDCVA2276"", ""DDQNT6485"", ""DDVZB7943"", ""DDZMI3291"", ""DERZJ4600"", ""DEYGE9157"", ""DFAQM2360"", ""DFDVG9143"", ""DFIBC1899"", ""DFQDK6326"", ""DFRSA4000"", ""DGAID0757"", ""DGKDK3415"", ""DGRSB4646"", ""DGZUS1041"", ""DHJUH1119"", ""DHWLS6819"", ""DHZTI7858"", ""DIEET8865"", ""DIFPQ7419"", ""DIWKR9442"", ""DIWYY0447"", ""DIZEF3591"", ""DJGDZ3688"", ""DJHFB1439"", ""DJIHM1001"", ""DJJWX4142"", ""DJKZD4256"", ""DKHYU9123"", ""DKISS7174"", ""DLDVK7370"", ""DLIKU5639"", ""DLJWW1620"", ""DLTCH1397"", ""DLVFF5341"", ""DLZBV6061"", ""DMKJB8675"", ""DMMRS6981"", ""DMYYS7663"", ""DNBEB5545"", ""DNFCT5518"", ""DPDDG5192"", ""DPQLM7176"", ""DPQMK5751"", ""DQIUL8061"", ""DQTUI1287"", ""DQVGW1846"", ""DQXJA8041"", ""DQZEA3135"", ""DQZIL1804"", ""DRCQU4244"", ""DRCSL7614"", ""DRDMU5348"", ""DRHPF2920"", ""DRRDD3500"", ""DRUBP9408"", ""DRZTP3103"", ""DSHWY2305"", ""DSKDX3738"", ""DSSQU9498"", ""DTCRA7818"", ""DTFVD6048"", ""DTKNM4892"", ""DTUGZ9693"", ""DTVYY1142"", ""DUGYZ8163"", ""DUIZW8642"", ""DUNKA8014"", ""DUXLQ7589"", ""DVCHA9392"", ""DVPEA0040"", ""DWCTD3003"", ""DWEIE9311"", ""DWEWU1433"", ""DWGYM0810"", ""DWMKK1484"", ""DWMLU4849"", ""DWTBK5575"", ""DWZRL1539"", ""DXEMM9791"", ""DXHCB5919"", ""DXHYE9278"", ""DYDVV6312"", ""DYHTK6723"", ""DYLLV9237"", ""DYRMT9480"", ""DYWHJ8696"", ""DYZXT2661"", ""DZBKX0961"", ""DZCNZ4799"", ""DZTFU6199""]",100,7e355d54149a6a2d
2,100,43,4121096470,1325122422,"[""DAETQ5676"", ""DAEXF8484"", ""DAPBK7657"", ""DAPJK7781"", ""DARLP7776"", ""DAWAP1896"", ""DBIRF2035"", ""DBLXJ4454"", ""DBTKW5792"", ""DBYCW6873"", ""DBZCJ6205"", ""DCAFN1583"", ""DCFVE7122"", ""DCQTB2627"", ""DCRJT8545"", ""DDQNT6485"", ""DDVZB7943"", ""DEIDA3268"", ""DEPLW3142"", ""DEVFQ3796"", ""DFESS1920"", ""DFIBC1899"", ""DFKYH6865"", ""DFMDU1576"", ""DFVRF7063"", ""DGAID0757"", ""DGDNA0617"", ""DGGGM0466"", ""DGHRH9009"", ""DGZUS1041"", ""DHBBM8531"", ""DHCXV0760"", ""DHUBD2135"", ""DIBVR6629"", ""DIFIV9884"", ""DIHMX0551"", ""DIRJX6254"", ""DIWYY0447"", ""DIZEF3591"", ""DJCYU2364"", ""DJHFB1439"", ""DJKZD4256"", ""DJSLY4013"", ""DKIJX6114"", ""DLNMW9381"", ""DLTCH1397"", ""DLUKV4510"", ""DMFEL5431"", ""DMLBL6950"", ""DMLFU0523"", ""DMYFE2499"", ""DMYYS7663"", ""DPCUT7707"", ""DPMHQ8304"", ""DPNPJ6846"", ""DPQMK5751"", ""DQABT4506"", ""DQAJZ3770"", ""DQJDZ1252"", ""DQJVA6225"", ""DQRVM2041"", ""DQTUI1287"", ""DQVFE3070"", ""DQXJA8041"", ""DQZIL1804"", ""DRCSL7614"", ""DRDMU5348"", ""DRDZF3698"", ""DRJPX9457"", ""DRQFY3540"", ""DSHWY2305"", ""DSKEW3707"", ""DSMXS8409"", ""DSSQU9498"", ""DTUGZ9693"", ""DTYDP5264"", ""DUDWN9545"", ""DVCHA9392"", ""DVCMB9343"", ""DVNGV1890"", ""DVPEA0040"", ""DVPZF1960"", ""DWEIE9311"", ""DWEWU1433"", ""DWGYM0810"", ""DWRMS8182"", ""DXEMM9791"", ""DXHCB5919"", ""DXIGM4223"", ""DYGHJ0891"", ""DYLLV9237"", ""DYRMT9480"", ""DYUGS4351"", ""DYWEY8508"", ""DYWWS0378"", ""DZBHR9476"", ""DZBKX0961"", ""DZFFW4078"", ""DZIEF7974"", ""DZKWB0839""]",100,43a5b7c08386c810
2,100,44,134681927,1821675454,"[""DACZY2913"", ""DAEXF8484"", ""DAJHM7956"", ""DALBP5360"", ""DARLP7776"", ""DBFUZ7169"", ""DBIRF2035"", ""DBTKW5792"", ""DBYCW6873"", ""DCABM0358"", ""DCRJT8545"", ""DCYXM8877"", ""DCZQF3538"", ""DDCVA2276"", ""DDHVZ6546"", ""DDVZB7943"", ""DDZMI3291"", ""DFAKZ8204"", ""DFDVG9143"", ""DFEAJ0038"", ""DFESS1920"", ""DFFDA0268"", ""DFIBC1899"", ""DFIRX1818"", ""DFKYH6865"", ""DFKYP0941"", ""DFMDU1576"", ""DFRKF1779"", ""DFRSA4000"", ""DGHRH9009"", ""DGRSB4646"", ""DGZGL5338"", ""DGZUS1041"", ""DHWLS6819"", ""DIBVR6629"", ""DIEET8865"", ""DIFPQ7419"", ""DITUM6528"", ""DIUZJ7853"", ""DIWYY0447"", ""DIXEX6164"", ""DIXUN6634"", ""DJGDZ3688"", ""DJHFB1439"", ""DJWGZ0445"", ""DKDJK5693"", ""DKNMF4367"", ""DKWDP4373"", ""DLNMW9381"", ""DLTCH1397"", ""DLUKV4510"", ""DLVFF5341"", ""DMFEL5431"", ""DMSGP0807"", ""DMTRR1120"", ""DNFCT5518"", ""DPCUT7707"", ""DPDDG5192"", ""DPMWW4120"", ""DPQMK5751"", ""DPWHE0976"", ""DQAJZ3770"", ""DQGPJ5322"", ""DQIUL8061"", ""DQJVA6225"", ""DQRVM2041"", ""DQTUI1287"", ""DQVFE3070"", ""DQXJA8041"", ""DRCQU4244"", ""DRHPF2920"", ""DRJGY6541"", ""DRJPX9457"", ""DRRDD3500"", ""DSKDX3738"", ""DSSQU9498"", ""DTFVD6048"", ""DTQTJ0507"", ""DUBCZ6179"", ""DUXLQ7589"", ""DVNGV1890"", ""DVRBW4874"", ""DWEIE9311"", ""DWFRI5691"", ""DWGYM0810"", ""DWMLU4849"", ""DWTBM7891"", ""DWZPM1574"", ""DXHCB5919"", ""DXHYE9278"", ""DXIGM4223"", ""DXRZC4102"", ""DXUQX7513"", ""DXWXZ1902"", ""DXXAJ4778"", ""DYLLV9237"", ""DYWHJ8696"", ""DZCNZ4799"", ""DZIHS7092"", ""DZKWB0839""]",100,f24fec99f770e411
2,100,45,860970058,349068627,"[""DAETQ5676"", ""DALUY0194"", ""DAPJK7781"", ""DARLP7776"", ""DATLR2184"", ""DAWAP1896"", ""DBDSX9338"", ""DBFUZ7169"", ""DBJPV1452"", ""DBMHJ0743"", ""DBTKW5792"", ""DBYCW6873"", ""DCIRD2804"", ""DCZQF3538"", ""DDCVA2276"", ""DDGFW8206"", ""DDQNT6485"", ""DDZMI3291"", ""DEJMD2536"", ""DEPLW3142"", ""DEWGT8066"", ""DFAKZ8204"", ""DFAQM2360"", ""DFDFU1164"", ""DFDVG9143"", ""DFIRX1818"", ""DFKYH6865"", ""DFNBI6922"", ""DFQDK6326"", ""DGGGM0466"", ""DGHRH9009"", ""DGRSB4646"", ""DGTGR9009"", ""DHBBM8531"", ""DHCXV0760"", ""DHNQG0980"", ""DIBVR6629"", ""DICQL6656"", ""DIVZD0266"", ""DIXEX6164"", ""DJJVG1917"", ""DJJWX4142"", ""DJSLY4013"", ""DJWGZ0445"", ""DKISS7174"", ""DKRXT7147"", ""DKTWP2892"", ""DLIKU5639"", ""DLJWW1620"", ""DLNMW9381"", ""DLTCH1397"", ""DMAFX5938"", ""DMHRT7456"", ""DMIYV7889"", ""DMLBL6950"", ""DMTRR1120"", ""DPDDG5192"", ""DPMHQ8304"", ""DPPCP3370"", ""DQGPJ5322"", ""DQIUL8061"", ""DQJDZ1252"", ""DQRVM2041"", ""DQVGW1846"", ""DQXJA8041"", ""DRDMU5348"", ""DRDZF3698"", ""DRJGY6541"", ""DRQFY3540"", ""DRRDD3500"", ""DRYBG8957"", ""DSHWY2305"", ""DSKDX3738"", ""DSMXS8409"", ""DSSQU9498"", ""DTCRA7818"", ""DTFVD6048"", ""DTKNM4892"", ""DTVYY1142"", ""DUDWN9545"", ""DUUZN2841"", ""DUVHI0112"", ""DVCMB9343"", ""DVPEA0040"", ""DWEWU1433"", ""DWMKK1484"", ""DWMLU4849"", ""DWMUZ3935"", ""DWRMS8182"", ""DWZPM1574"", ""DWZRL1539"", ""DXEMM9791"", ""DXHYE9278"", ""DXWXZ1902"", ""DXXAJ4778"", ""DYDVV6312"", ""DYHTK6723"", ""DYUGS4351"", ""DYWWS0378"", ""DZUWB2477""]",100,40d422ab681c7974
2,100,46,1865975354,2390760758,"[""DACZY2913"", ""DALBP5360"", ""DAWAP1896"", ""DAYYE9472"", ""DBCBA3610"", ""DBIRF2035"", ""DCHTB8281"", ""DCIJQ7018"", ""DCIRD2804"", ""DCQTB2627"", ""DDCVA2276"", ""DDGFW8206"", ""DDHVZ6546"", ""DDLSL3066"", ""DEIDA3268"", ""DEJMD2536"", ""DERZJ4600"", ""DEVFQ3796"", ""DEWGT8066"", ""DFDFU1164"", ""DFDVG9143"", ""DFEAJ0038"", ""DFESS1920"", ""DFKYH6865"", ""DFMDU1576"", ""DGDNA0617"", ""DGRCH4426"", ""DHJUH1119"", ""DHNQG0980"", ""DHSIJ5379"", ""DIBVR6629"", ""DIEET8865"", ""DIFIV9884"", ""DIIPF3878"", ""DITUM6528"", ""DITUY8368"", ""DIWKR9442"", ""DIXUN6634"", ""DJJWX4142"", ""DKNMF4367"", ""DKTWP2892"", ""DKUAZ4434"", ""DKWDP4373"", ""DLNMW9381"", ""DLZBV6061"", ""DMFEL5431"", ""DMHRT7456"", ""DMLFU0523"", ""DMMAG3845"", ""DMMRS6981"", ""DMYFE2499"", ""DNBEB5545"", ""DNCCJ5144"", ""DPBXQ5234"", ""DPMHQ8304"", ""DPMWW4120"", ""DPNPJ6846"", ""DPPCP3370"", ""DPQMK5751"", ""DQIUL8061"", ""DQVFE3070"", ""DQWCU6663"", ""DQZEA3135"", ""DRCSL7614"", ""DRDMU5348"", ""DRQFY3540"", ""DRYBG8957"", ""DRZTP3103"", ""DSKDX3738"", ""DSKEW3707"", ""DSMXS8409"", ""DSSQU9498"", ""DTFVD6048"", ""DTUGZ9693"", ""DUIZW8642"", ""DUSKD5383"", ""DUUZN2841"", ""DUXLQ7589"", ""DVRBW4874"", ""DVWMK9661"", ""DWBTT8209"", ""DWCTD3003"", ""DWFRI5691"", ""DWMLU4849"", ""DWRMS8182"", ""DWTBK5575"", ""DWZRL1539"", ""DXHYE9278"", ""DXWXZ1902"", ""DYDVV6312"", ""DYGHJ0891"", ""DYHTK6723"", ""DYRMT9480"", ""DYSHC8669"", ""DYWHJ8696"", ""DYWWS0378"", ""DYZXT2661"", ""DZIEF7974"", ""DZIHS7092"", ""DZUWB2477""]",100,031bc977570918ac
2,100,47,3172218096,278791603,"[""DAETQ5676"", ""DAHAJ0678"", ""DAMWS8859"", ""DATLR2184"", ""DAWAP1896"", ""DBCBA3610"", ""DBFUZ7169"", ""DBLXJ4454"", ""DBZCJ6205"", ""DCABM0358"", ""DCFVE7122"", ""DCIJQ7018"", ""DCQTB2627"", ""DCYXM8877"", ""DDLSL3066"", ""DDQNT6485"", ""DDVZB7943"", ""DEJMD2536"", ""DFAKZ8204"", ""DFAQM2360"", ""DFFDA0268"", ""DFIBC1899"", ""DFMDU1576"", ""DFNBI6922"", ""DFQDK6326"", ""DFVRF7063"", ""DGAID0757"", ""DGGGM0466"", ""DGHRH9009"", ""DGRCH4426"", ""DGRSB4646"", ""DGTDZ6242"", ""DHWLS6819"", ""DHZTI7858"", ""DIBVR6629"", ""DIFPQ7419"", ""DIQKT3554"", ""DIRJX6254"", ""DITUY8368"", ""DIUDG6358"", ""DIXUN6634"", ""DJCYU2364"", ""DJGDZ3688"", ""DJHFB1439"", ""DJIHM1001"", ""DJWGZ0445"", ""DKHYU9123"", ""DKIJX6114"", ""DKISS7174"", ""DLDVK7370"", ""DLFZU4679"", ""DLJWW1620"", ""DLUKV4510"", ""DLVFF5341"", ""DMLFU0523"", ""DMLRY2750"", ""DMMAG3845"", ""DMVDY6300"", ""DMYYS7663"", ""DNBEB5545"", ""DNEXF4696"", ""DNFCT5518"", ""DNUKL3524"", ""DPBXQ5234"", ""DPDDG5192"", ""DPNPJ6846"", ""DPPCP3370"", ""DPQLM7176"", ""DPWHE0976"", ""DQAJZ3770"", ""DQGPJ5322"", ""DQUUS8611"", ""DQXJA8041"", ""DQZEA3135"", ""DRCQU4244"", ""DRILK5150"", ""DRQFY3540"", ""DRRDD3500"", ""DRYBG8957"", ""DSHWY2305"", ""DSKDX3738"", ""DSMXS8409"", ""DTKNM4892"", ""DTYDP5264"", ""DUBCZ6179"", ""DUSKD5383"", ""DVCHA9392"", ""DVRBW4874"", ""DWMKK1484"", ""DWTBK5575"", ""DWZRL1539"", ""DXEMM9791"", ""DXHYE9278"", ""DXIGM4223"", ""DYSHC8669"", ""DYWHJ8696"", ""DYZXT2661"", ""DZFVS4727"", ""DZKWB0839"", ""DZUWB2477""]",100,09ab71d18cdb85c1
2,100,48,3944826454,1355372199,"[""DAETQ5676"", ""DAEXF8484"", ""DAHAJ0678"", ""DALUY0194"", ""DAMWS8859"", ""DARLP7776"", ""DATLR2184"", ""DAYYE9472"", ""DBCBA3610"", ""DBDSX9338"", ""DBTKW5792"", ""DBYCW6873"", ""DCABM0358"", ""DCHTB8281"", ""DCIRD2804"", ""DCRJT8545"", ""DCZQF3538"", ""DDQNT6485"", ""DEIDA3268"", ""DEVFQ3796"", ""DFDFU1164"", ""DFESS1920"", ""DFFDA0268"", ""DFIBC1899"", ""DFKYP0941"", ""DFQDK6326"", ""DFRKF1779"", ""DGHRH9009"", ""DGRSB4646"", ""DHBBM8531"", ""DHQVH8975"", ""DHSIJ5379"", ""DHZTI7858"", ""DIEET8865"", ""DIRJX6254"", ""DITUY8368"", ""DIUZJ7853"", ""DIWKR9442"", ""DIWYY0447"", ""DIXEX6164"", ""DIXUN6634"", ""DIZEF3591"", ""DJCYU2364"", ""DJGDZ3688"", ""DJHFB1439"", ""DJJVG1917"", ""DJWGZ0445"", ""DKNMF4367"", ""DKUAZ4434"", ""DLFZU4679"", ""DLIKU5639"", ""DLJWW1620"", ""DLVFF5341"", ""DMAFX5938"", ""DMFEL5431"", ""DMKJB8675"", ""DMLBL6950"", ""DMLFU0523"", ""DMMAG3845"", ""DMTRR1120"", ""DMYYS7663"", ""DNCCJ5144"", ""DNEXF4696"", ""DNUKL3524"", ""DNVBM2851"", ""DPCUT7707"", ""DPDDG5192"", ""DPMWW4120"", ""DPNPJ6846"", ""DPQLM7176"", ""DQAJZ3770"", ""DQUUS8611"", ""DQVFE3070"", ""DQVGW1846"", ""DQZIL1804"", ""DRCSL7614"", ""DRDZF3698"", ""DRJGY6541"", ""DRQFY3540"", ""DRUBP9408"", ""DSHWY2305"", ""DSSQU9498"", ""DTFVD6048"", ""DTQTJ0507"", ""DVCHA9392"", ""DVCMB9343"", ""DVPZF1960"", ""DVRBW4874"", ""DWBTT8209"", ""DWTBM7891"", ""DXEMM9791"", ""DXHCB5919"", ""DXHYE9278"", ""DXIGM4223"", ""DYHTK6723"", ""DYSHC8669"", ""DYWHJ8696"", ""DZBHR9476"", ""DZBKX0961"", ""DZIEF7974""]",100,24c180af3855f9b4
2,100,49,96225065,3883315084,"[""DAETQ5676"", ""DAJHM7956"", ""DAMWS8859"", ""DAPBK7657"", ""DAWAP1896"", ""DAWUS6556"", ""DBJPV1452"", ""DBMHJ0743"", ""DBTKW5792"", ""DBYCW6873"", ""DCABM0358"", ""DCIRD2804"", ""DCRJT8545"", ""DCZQF3538"", ""DDQNT6485"", ""DEPLW3142"", ""DERZJ4600"", ""DEVFQ3796"", ""DFAKZ8204"", ""DFAQM2360"", ""DFFDA0268"", ""DFKYH6865"", ""DFNBI6922"", ""DFQDK6326"", ""DGDNA0617"", ""DGRCH4426"", ""DGZGL5338"", ""DHIBT9527"", ""DHJUH1119"", ""DHNQG0980"", ""DHWLS6819"", ""DIEET8865"", ""DIRJX6254"", ""DITUM6528"", ""DIUZJ7853"", ""DIVZD0266"", ""DIXEX6164"", ""DJGDZ3688"", ""DJHFB1439"", ""DJJWX4142"", ""DJSLY4013"", ""DKDJK5693"", ""DKNMF4367"", ""DKRXT7147"", ""DKWDP4373"", ""DKXFR1580"", ""DLDVK7370"", ""DLJWW1620"", ""DLNMW9381"", ""DLUKV4510"", ""DMAEX1156"", ""DMLRY2750"", ""DMTRR1120"", ""DMVDY6300"", ""DMYFE2499"", ""DMYYS7663"", ""DNCCJ5144"", ""DNFCT5518"", ""DNUKL3524"", ""DPCUT7707"", ""DPMHQ8304"", ""DPQLM7176"", ""DQABT4506"", ""DQGPJ5322"", ""DQJDZ1252"", ""DQTUI1287"", ""DQVGW1846"", ""DQZIL1804"", ""DRHPF2920"", ""DRJGY6541"", ""DRJPX9457"", ""DRRDD3500"", ""DSKDX3738"", ""DSSQU9498"", ""DSZQR8376"", ""DTCRA7818"", ""DTUGZ9693"", ""DUBCZ6179"", ""DUGYZ8163"", ""DUIZW8642"", ""DUNKA8014"", ""DUUZN2841"", ""DVPEA0040"", ""DVPZF1960"", ""DVRBW4874"", ""DWBTT8209"", ""DWEWU1433"", ""DWFRI5691"", ""DWMUZ3935"", ""DWTBK5575"", ""DXHYE9278"", ""DXIGM4223"", ""DXUQX7513"", ""DYLLV9237"", ""DYUGS4351"", ""DZBHR9476"", ""DZBKX0961"", ""DZFVS4727"", ""DZIEF7974"", ""DZUWB2477""]",100,50f59f9c7993341e
2,100,50,2251985622,2859382945,"[""DAETQ5676"", ""DAMWS8859"", ""DAPJK7781"", ""DAREG6245"", ""DAUPG9028"", ""DBDBP2246"", ""DBIRF2035"", ""DBJPV1452"", ""DBLXJ4454"", ""DCIJQ7018"", ""DCQTB2627"", ""DDGFW8206"", ""DDZMI3291"", ""DEPLW3142"", ""DEYGE9157"", ""DFDVG9143"", ""DFKYH6865"", ""DFKYP0941"", ""DFMDU1576"", ""DGAID0757"", ""DGGGM0466"", ""DGZUS1041"", ""DHCXV0760"", ""DHIBT9527"", ""DHJUH1119"", ""DHNQG0980"", ""DHWLS6819"", ""DHZTI7858"", ""DIBVR6629"", ""DICQL6656"", ""DIFIV9884"", ""DIHMX0551"", ""DITUY8368"", ""DIVZD0266"", ""DIXEX6164"", ""DJHFB1439"", ""DJIHM1001"", ""DJJVG1917"", ""DKIJX6114"", ""DKTWP2892"", ""DLJWW1620"", ""DLNMW9381"", ""DMAFX5938"", ""DMARJ5120"", ""DMFEL5431"", ""DMLRY2750"", ""DMMAG3845"", ""DMMRS6981"", ""DMYYS7663"", ""DNCCJ5144"", ""DPBXQ5234"", ""DPCUT7707"", ""DPDDG5192"", ""DPMHQ8304"", ""DPMWW4120"", ""DPNPJ6846"", ""DPQLM7176"", ""DQAJZ3770"", ""DQIUL8061"", ""DQJDZ1252"", ""DQTUI1287"", ""DQVGW1846"", ""DQWCU6663"", ""DQZIL1804"", ""DRCQU4244"", ""DRHPF2920"", ""DRZTP3103"", ""DSHWY2305"", ""DSHYP2656"", ""DSKDX3738"", ""DSMXS8409"", ""DTQTJ0507"", ""DTUGZ9693"", ""DTVYY1142"", ""DTYDP5264"", ""DUBCZ6179"", ""DUGYZ8163"", ""DUIZW8642"", ""DUSKD5383"", ""DUXLQ7589"", ""DVNGV1890"", ""DVPZF1960"", ""DVRBW4874"", ""DWFRI5691"", ""DWGYM0810"", ""DWRMS8182"", ""DWZRL1539"", ""DXEMM9791"", ""DXIGM4223"", ""DXRZC4102"", ""DXWXZ1902"", ""DYGHJ0891"", ""DYRMT9480"", ""DYSHC8669"", ""DYUGS4351"", ""DYWEY8508"", ""DZBHR9476"", ""DZBKX0961"", ""DZIHS7092"", ""DZLAV7766""]",100,f9b453ea3cd97a1a
2,100,51,3554732965,608901669,"[""DACZY2913"", ""DAETQ5676"", ""DAHAJ0678"", ""DAJHM7956"", ""DAPBK7657"", ""DAYYE9472"", ""DBDBP2246"", ""DBFUZ7169"", ""DBIRF2035"", ""DBIZF0451"", ""DBYCW6873"", ""DBZCJ6205"", ""DCIRD2804"", ""DCQTB2627"", ""DDCVA2276"", ""DDGFW8206"", ""DEJMD2536"", ""DEVFQ3796"", ""DFCTF9310"", ""DFDFU1164"", ""DFDVG9143"", ""DFESS1920"", ""DFIBC1899"", ""DFIRX1818"", ""DFKYP0941"", ""DGGGM0466"", ""DGRSB4646"", ""DHJUH1119"", ""DHWLS6819"", ""DICQL6656"", ""DIQKT3554"", ""DITUM6528"", ""DITUY8368"", ""DIWKR9442"", ""DIXEX6164"", ""DIXUN6634"", ""DJHFB1439"", ""DJIHM1001"", ""DJJWX4142"", ""DJSLY4013"", ""DKIJX6114"", ""DKNMF4367"", ""DKTWP2892"", ""DKUAZ4434"", ""DLFZU4679"", ""DLIKU5639"", ""DLJWW1620"", ""DMAEX1156"", ""DMARJ5120"", ""DMHRT7456"", ""DMKJB8675"", ""DMLBL6950"", ""DMLFU0523"", ""DMSGP0807"", ""DNCCJ5144"", ""DNFCT5518"", ""DPBXQ5234"", ""DPCUT7707"", ""DPQLM7176"", ""DPQMK5751"", ""DQAJZ3770"", ""DQGPJ5322"", ""DQJDZ1252"", ""DQJVA6225"", ""DQZEA3135"", ""DQZIL1804"", ""DRCSL7614"", ""DRILK5150"", ""DRJGY6541"", ""DRQFY3540"", ""DRZTP3103"", ""DSHYP2656"", ""DSKDX3738"", ""DSMXS8409"", ""DSSQU9498"", ""DTFVD6048"", ""DUGYZ8163"", ""DUSKD5383"", ""DUXLQ7589"", ""DVCHA9392"", ""DVCMB9343"", ""DVPEA0040"", ""DVWMK9661"", ""DWBTT8209"", ""DWFRI5691"", ""DWTBM7891"", ""DWZPM1574"", ""DWZRL1539"", ""DXHCB5919"", ""DXIGM4223"", ""DXUQX7513"", ""DXWXZ1902"", ""DYHTK6723"", ""DYLLV9237"", ""DYSHC8669"", ""DZBKX0961"", ""DZCNZ4799"", ""DZFVS4727"", ""DZIHS7092"", ""DZLAV7766""]",100,fb0dfdd1710942a5
2,100,52,638666669,1424417654,"[""DACZY2913"", ""DAETQ5676"", ""DAMWS8859"", ""DAPJK7781"", ""DAREG6245"", ""DAYYE9472"", ""DBCBA3610"", ""DBDSX9338"", ""DBIZF0451"", ""DBJPV1452"", ""DBMHJ0743"", ""DBTKW5792"", ""DBYCW6873"", ""DCHTB8281"", ""DCIJQ7018"", ""DCQTB2627"", ""DCYXM8877"", ""DCZQF3538"", ""DDCVA2276"", ""DDGFW8206"", ""DDHVZ6546"", ""DDLSL3066"", ""DDVZB7943"", ""DDZMI3291"", ""DEJMD2536"", ""DFDVG9143"", ""DFKYH6865"", ""DFMDU1576"", ""DFNBI6922"", ""DFQDK6326"", ""DFRKF1779"", ""DGGGM0466"", ""DGHRH9009"", ""DGRSB4646"", ""DGTGR9009"", ""DHJUH1119"", ""DHZTI7858"", ""DIHMX0551"", ""DITUM6528"", ""DITUY8368"", ""DIUDG6358"", ""DIXUN6634"", ""DIZEF3591"", ""DJCYU2364"", ""DJJVG1917"", ""DJJWX4142"", ""DKDJK5693"", ""DKHYU9123"", ""DKRXT7147"", ""DKTWP2892"", ""DKUAZ4434"", ""DLFZU4679"", ""DLJWW1620"", ""DLNMW9381"", ""DLTCH1397"", ""DLVFF5341"", ""DLZBV6061"", ""DMAFX5938"", ""DMFEL5431"", ""DMIYV7889"", ""DMLBL6950"", ""DMYYS7663"", ""DNBEB5545"", ""DNBKU3560"", ""DNEXF4696"", ""DNUKL3524"", ""DPMHQ8304"", ""DPMWW4120"", ""DPNPJ6846"", ""DQGPJ5322"", ""DQIUL8061"", ""DQVGW1846"", ""DRCSL7614"", ""DRQFY3540"", ""DSHWY2305"", ""DSHYP2656"", ""DSKDX3738"", ""DSKEW3707"", ""DTCRA7818"", ""DTKNM4892"", ""DTQTJ0507"", ""DTVYY1142"", ""DUBCZ6179"", ""DUNKA8014"", ""DUVHI0112"", ""DWEWU1433"", ""DWGYM0810"", ""DWMKK1484"", ""DWMLU4849"", ""DWTBM7891"", ""DWZPM1574"", ""DWZRL1539"", ""DXIGM4223"", ""DYDVV6312"", ""DYWWS0378"", ""DYZXT2661"", ""DZBHR9476"", ""DZCNZ4799"", ""DZFFW4078"", ""DZIEF7974""]",100,c67dcb548d254cae
