phase,target_N_star,selection_strategy,selection_strategy_label,outer_seed_index,outer_seed_value,inner_seed_value,selected_sensor_ids,selected_sensor_count,selected_sensor_set_hash
4,30,random,Random,48,564898574,318609265,"[""DBMHJ0743"", ""DCFVE7122"", ""DCIJQ7018"", ""DCQTB2627"", ""DCYXM8877"", ""DDCVA2276"", ""DDQNT6485"", ""DEPLW3142"", ""DFCTF9310"", ""DGAID0757"", ""DHUBD2135"", ""DJIHM1001"", ""DJJVG1917"", ""DKRXT7147"", ""DKUAZ4434"", ""DLDVK7370"", ""DLVFF5341"", ""DMIYV7889"", ""DMKJB8675"", ""DMSGP0807"", ""DQJDZ1252"", ""DQVGW1846"", ""DRDZF3698"", ""DUSKD5383"", ""DUVHI0112"", ""DXRZC4102"", ""DXXAJ4778"", ""DYGHJ0891"", ""DYRMT9480"", ""DYWWS0378""]",30,3a088cca7a2eb07d
4,30,random,Random,49,3535978696,611752586,"[""DAETQ5676"", ""DAEXF8484"", ""DARLP7776"", ""DBIRF2035"", ""DBYCW6873"", ""DFMDU1576"", ""DGZUS1041"", ""DIZEF3591"", ""DKHYU9123"", ""DLFZU4679"", ""DMARJ5120"", ""DMFEL5431"", ""DMSGP0807"", ""DMYYS7663"", ""DNEXF4696"", ""DPBXQ5234"", ""DRCQU4244"", ""DRQFY3540"", ""DSKDX3738"", ""DSMXS8409"", ""DTKNM4892"", ""DTUGZ9693"", ""DUNKA8014"", ""DVRBW4874"", ""DVWMK9661"", ""DWFRI5691"", ""DXEMM9791"", ""DXIGM4223"", ""DZIHS7092"", ""DZUWB2477""]",30,8a69044958635703
4,50,anti_cluster,Anti-cluster,0,3702515735,588680086,"[""DACZY2913"", ""DAJHM7956"", ""DBIZF0451"", ""DBYCW6873"", ""DCIJQ7018"", ""DCYXM8877"", ""DDCVA2276"", ""DEJMD2536"", ""DERZJ4600"", ""DFEAJ0038"", ""DFIBC1899"", ""DFNBI6922"", ""DFRKF1779"", ""DGDNA0617"", ""DGRCH4426"", ""DGZUS1041"", ""DHUBD2135"", ""DHWLS6819"", ""DIIPF3878"", ""DJHFB1439"", ""DJJVG1917"", ""DJKZD4256"", ""DKTWP2892"", ""DKUAZ4434"", ""DLIKU5639"", ""DMFEL5431"", ""DMIYV7889"", ""DMMAG3845"", ""DMMRS6981"", ""DMSGP0807"", ""DPPCP3370"", ""DQABT4506"", ""DQJDZ1252"", ""DQJVA6225"", ""DQTUI1287"", ""DRHPF2920"", ""DRJPX9457"", ""DRRDD3500"", ""DSZQR8376"", ""DTYDP5264"", ""DUBCZ6179"", ""DUIZW8642"", ""DWBTT8209"", ""DWCTD3003"", ""DXHCB5919"", ""DXHYE9278"", ""DYGHJ0891"", ""DYRMT9480"", ""DZFFW4078"", ""DZKWB0839""]",50,0a62989afffda14a
4,50,anti_cluster,Anti-cluster,1,3084970934,272249805,"[""DACZY2913"", ""DAJHM7956"", ""DBIZF0451"", ""DBYCW6873"", ""DCIJQ7018"", ""DCYXM8877"", ""DDCVA2276"", ""DEJMD2536"", ""DERZJ4600"", ""DFEAJ0038"", ""DFIBC1899"", ""DFNBI6922"", ""DFRKF1779"", ""DGDNA0617"", ""DGRCH4426"", ""DGZUS1041"", ""DHUBD2135"", ""DHWLS6819"", ""DIIPF3878"", ""DJHFB1439"", ""DJJVG1917"", ""DJKZD4256"", ""DKTWP2892"", ""DKUAZ4434"", ""DLIKU5639"", ""DMFEL5431"", ""DMIYV7889"", ""DMMAG3845"", ""DMMRS6981"", ""DMSGP0807"", ""DPNPJ6846"", ""DPPCP3370"", ""DQABT4506"", ""DQJDZ1252"", ""DQJVA6225"", ""DQTUI1287"", ""DRHPF2920"", ""DRJPX9457"", ""DRRDD3500"", ""DSZQR8376"", ""DTYDP5264"", ""DUIZW8642"", ""DWBTT8209"", ""DWCTD3003"", ""DXHCB5919"", ""DXHYE9278"", ""DYGHJ0891"", ""DYRMT9480"", ""DZFFW4078"", ""DZKWB0839""]",50,1aa91216fa72b607
4,50,anti_cluster,Anti-cluster,2,3753225266,2157068353,"[""DACZY2913"", ""DAEXF8484"", ""DAJHM7956"", ""DBIZF0451"", ""DBYCW6873"", ""DCIJQ7018"", ""DCYXM8877"", ""DDCVA2276"", ""DEJMD2536"", ""DERZJ4600"", ""DFEAJ0038"", ""DFIBC1899"", ""DFNBI6922"", ""DFRKF1779"", ""DGDNA0617"", ""DGRCH4426"", ""DGZUS1041"", ""DHUBD2135"", ""DHWLS6819"", ""DIIPF3878"", ""DJHFB1439"", ""DJJVG1917"", ""DJKZD4256"", ""DKTWP2892"", ""DKUAZ4434"", ""DLIKU5639"", ""DMFEL5431"", ""DMIYV7889"", ""DMMAG3845"", ""DMMRS6981"", ""DMSGP0807"", ""DPPCP3370"", ""DQABT4506"", ""DQJDZ1252"", ""DQJVA6225"", ""DQTUI1287"", ""DRHPF2920"", ""DRJPX9457"", ""DRRDD3500"", ""DSZQR8376"", ""DTYDP5264"", ""DUIZW8642"", ""DWBTT8209"", ""DWCTD3003"", ""DXHCB5919"", ""DXHYE9278"", ""DYGHJ0891"", ""DYRMT9480"", ""DZFFW4078"", ""DZKWB0839""]",50,874186d33f3b679b
4,50,anti_cluster,Anti-cluster,3,2088931969,1184150907,"[""DACZY2913"", ""DAEXF8484"", ""DAJHM7956"", ""DBIZF0451"", ""DBYCW6873"", ""DCIJQ7018"", ""DCYXM8877"", ""DDCVA2276"", ""DEJMD2536"", ""DERZJ4600"", ""DFEAJ0038"", ""DFIBC1899"", ""DFNBI6922"", ""DFRKF1779"", ""DGDNA0617"", ""DGRCH4426"", ""DGZUS1041"", ""DHUBD2135"", ""DHWLS6819"", ""DIIPF3878"", ""DJHFB1439"", ""DJJVG1917"", ""DJKZD4256"", ""DKTWP2892"", ""DKUAZ4434"", ""DLIKU5639"", ""DMFEL5431"", ""DMIYV7889"", ""DMMAG3845"", ""DMMRS6981"", ""DMSGP0807"", ""DPPCP3370"", ""DQABT4506"", ""DQJDZ1252"", ""DQJVA6225"", ""DQTUI1287"", ""DRHPF2920"", ""DRJPX9457"", ""DRRDD3500"", ""DSZQR8376"", ""DTYDP5264"", ""DUIZW8642"", ""DWBTT8209"", ""DWCTD3003"", ""DXHCB5919"", ""DXHYE9278"", ""DYGHJ0891"", ""DYRMT9480"", ""DZFFW4078"", ""DZKWB0839""]",50,874186d33f3b679b
4,50,anti_cluster,Anti-cluster,4,2638361753,1409429143,"[""DACZY2913"", ""DAETQ5676"", ""DAJHM7956"", ""DBIZF0451"", ""DBYCW6873"", ""DCIJQ7018"", ""DCYXM8877"", ""DDCVA2276"", ""DEJMD2536"", ""DERZJ4600"", ""DFEAJ0038"", ""DFIBC1899"", ""DFNBI6922"", ""DFRKF1779"", ""DGDNA0617"", ""DGRCH4426"", ""DGZUS1041"", ""DHUBD2135"", ""DHWLS6819"", ""DIIPF3878"", ""DIWYY0447"", ""DJHFB1439"", ""DJJVG1917"", ""DJKZD4256"", ""DKTWP2892"", ""DKUAZ4434"", ""DLIKU5639"", ""DMFEL5431"", ""DMIYV7889"", ""DMMAG3845"", ""DMMRS6981"", ""DMSGP0807"", ""DPPCP3370"", ""DQABT4506"", ""DQJDZ1252"", ""DQTUI1287"", ""DRHPF2920"", ""DRJPX9457"", ""DRRDD3500"", ""DSZQR8376"", ""DTYDP5264"", ""DUIZW8642"", ""DWBTT8209"", ""DWCTD3003"", ""DXHCB5919"", ""DXHYE9278"", ""DYGHJ0891"", ""DYRMT9480"", ""DZFFW4078"", ""DZKWB0839""]",50,65151abc36449a9f
4,50,anti_cluster,Anti-cluster,5,3326740467,4274400295,"[""DACZY2913"", ""DAJHM7956"", ""DBIZF0451"", ""DBYCW6873"", ""DCIJQ7018"", ""DCYXM8877"", ""DDCVA2276"", ""DEJMD2536"", ""DERZJ4600"", ""DFEAJ0038"", ""DFIBC1899"", ""DFNBI6922"", ""DFRKF1779"", ""DGDNA0617"", ""DGRCH4426"", ""DGZUS1041"", ""DHUBD2135"", ""DHWLS6819"", ""DIIPF3878"", ""DJHFB1439"", ""DJJVG1917"", ""DJKZD4256"", ""DKTWP2892"", ""DKUAZ4434"", ""DLIKU5639"", ""DMFEL5431"", ""DMIYV7889"", ""DMMAG3845"", ""DMMRS6981"", ""DMSGP0807"", ""DPNPJ6846"", ""DPPCP3370"", ""DQABT4506"", ""DQJDZ1252"", ""DQJVA6225"", ""DQTUI1287"", ""DRHPF2920"", ""DRJPX9457"", ""DRRDD3500"", ""DSZQR8376"", ""DTYDP5264"", ""DUIZW8642"", ""DWBTT8209"", ""DWCTD3003"", ""DXHCB5919"", ""DXHYE9278"", ""DYGHJ0891"", ""DYRMT9480"", ""DZFFW4078"", ""DZKWB0839""]",50,1aa91216fa72b607
4,50,anti_cluster,Anti-cluster,6,1513185382,694207362,"[""DACZY2913"", ""DAEXF8484"", ""DAJHM7956"", ""DBIZF0451"", ""DBYCW6873"", ""DCIJQ7018"", ""DCYXM8877"", ""DDCVA2276"", ""DEJMD2536"", ""DERZJ4600"", ""DFEAJ0038"", ""DFIBC1899"", ""DFNBI6922"", ""DFRKF1779"", ""DGDNA0617"", ""DGRCH4426"", ""DGZUS1041"", ""DHJUH1119"", ""DHUBD2135"", ""DHWLS6819"", ""DIIPF3878"", ""DJHFB1439"", ""DJJVG1917"", ""DJKZD4256"", ""DKTWP2892"", ""DKUAZ4434"", ""DLIKU5639"", ""DMFEL5431"", ""DMIYV7889"", ""DMMAG3845"", ""DMMRS6981"", ""DMSGP0807"", ""DPPCP3370"", ""DQABT4506"", ""DQJDZ1252"", ""DQTUI1287"", ""DRHPF2920"", ""DRJPX9457"", ""DRRDD3500"", ""DSZQR8376"", ""DTYDP5264"", ""DUIZW8642"", ""DWBTT8209"", ""DWCTD3003"", ""DXHCB5919"", ""DXHYE9278"", ""DYGHJ0891"", ""DYRMT9480"", ""DZFFW4078"", ""DZKWB0839""]",50,e8edfc39c9b312bf
4,50,anti_cluster,Anti-cluster,7,1948194829,3825882806,"[""DACZY2913"", ""DAJHM7956"", ""DBIZF0451"", ""DBYCW6873"", ""DCIJQ7018"", ""DCYXM8877"", ""DDCVA2276"", ""DEJMD2536"", ""DERZJ4600"", ""DFEAJ0038"", ""DFIBC1899"", ""DFNBI6922"", ""DFRKF1779"", ""DGDNA0617"", ""DGRCH4426"", ""DGZUS1041"", ""DHUBD2135"", ""DHWLS6819"", ""DIIPF3878"", ""DJHFB1439"", ""DJJVG1917"", ""DJKZD4256"", ""DKTWP2892"", ""DKUAZ4434"", ""DLIKU5639"", ""DLZBV6061"", ""DMFEL5431"", ""DMIYV7889"", ""DMMAG3845"", ""DMMRS6981"", ""DMSGP0807"", ""DPPCP3370"", ""DQABT4506"", ""DQJDZ1252"", ""DQJVA6225"", ""DQTUI1287"", ""DRHPF2920"", ""DRJPX9457"", ""DRRDD3500"", ""DSZQR8376"", ""DTYDP5264"", ""DUIZW8642"", ""DWBTT8209"", ""DWCTD3003"", ""DXHCB5919"", ""DXHYE9278"", ""DYGHJ0891"", ""DYRMT9480"", ""DZFFW4078"", ""DZKWB0839""]",50,d86b41c53efa8f57
4,50,anti_cluster,Anti-cluster,8,581904931,221068636,"[""DACZY2913"", ""DAEXF8484"", ""DAJHM7956"", ""DBYCW6873"", ""DCIJQ7018"", ""DCYXM8877"", ""DDCVA2276"", ""DDLSL3066"", ""DEJMD2536"", ""DERZJ4600"", ""DFEAJ0038"", ""DFIBC1899"", ""DFNBI6922"", ""DFRKF1779"", ""DGDNA0617"", ""DGRCH4426"", ""DGZUS1041"", ""DHUBD2135"", ""DHWLS6819"", ""DIIPF3878"", ""DJHFB1439"", ""DJJVG1917"", ""DJKZD4256"", ""DKTWP2892"", ""DKUAZ4434"", ""DLIKU5639"", ""DMFEL5431"", ""DMIYV7889"", ""DMMAG3845"", ""DMMRS6981"", ""DMSGP0807"", ""DPPCP3370"", ""DQABT4506"", ""DQJDZ1252"", ""DQJVA6225"", ""DQTUI1287"", ""DRHPF2920"", ""DRJPX9457"", ""DRRDD3500"", ""DSZQR8376"", ""DTYDP5264"", ""DUIZW8642"", ""DWBTT8209"", ""DWCTD3003"", ""DXHCB5919"", ""DXHYE9278"", ""DYGHJ0891"", ""DYRMT9480"", ""DZFFW4078"", ""DZKWB0839""]",50,8afb52c0c51ebeec
4,50,anti_cluster,Anti-cluster,9,3971300497,3579455415,"[""DACZY2913"", ""DAJHM7956"", ""DBIZF0451"", ""DBYCW6873"", ""DCIJQ7018"", ""DCYXM8877"", ""DDCVA2276"", ""DEJMD2536"", ""DERZJ4600"", ""DFEAJ0038"", ""DFIBC1899"", ""DFNBI6922"", ""DFRKF1779"", ""DGDNA0617"", ""DGRCH4426"", ""DGZUS1041"", ""DHUBD2135"", ""DHWLS6819"", ""DIIPF3878"", ""DJHFB1439"", ""DJJVG1917"", ""DJKZD4256"", ""DKTWP2892"", ""DKUAZ4434"", ""DLIKU5639"", ""DMFEL5431"", ""DMIYV7889"", ""DMMAG3845"", ""DMMRS6981"", ""DMSGP0807"", ""DPPCP3370"", ""DQABT4506"", ""DQJDZ1252"", ""DQJVA6225"", ""DQTUI1287"", ""DRHPF2920"", ""DRJPX9457"", ""DRRDD3500"", ""DSZQR8376"", ""DTYDP5264"", ""DUIZW8642"", ""DWBTT8209"", ""DWCTD3003"", ""DWMKK1484"", ""DXHCB5919"", ""DXHYE9278"", ""DYGHJ0891"", ""DYRMT9480"", ""DZFFW4078"", ""DZKWB0839""]",50,8dc8d18e6aa2af3e
4,50,anti_cluster,Anti-cluster,10,1813496141,2337631856,"[""DACZY2913"", ""DAEXF8484"", ""DAJHM7956"", ""DBIZF0451"", ""DBYCW6873"", ""DCIJQ7018"", ""DCYXM8877"", ""DDCVA2276"", ""DEJMD2536"", ""DERZJ4600"", ""DFEAJ0038"", ""DFIBC1899"", ""DFNBI6922"", ""DFRKF1779"", ""DGDNA0617"", ""DGRCH4426"", ""DGZUS1041"", ""DHUBD2135"", ""DHWLS6819"", ""DIIPF3878"", ""DJHFB1439"", ""DJJVG1917"", ""DJKZD4256"", ""DKTWP2892"", ""DKUAZ4434"", ""DLIKU5639"", ""DMFEL5431"", ""DMIYV7889"", ""DMMAG3845"", ""DMMRS6981"", ""DMSGP0807"", ""DPPCP3370"", ""DQABT4506"", ""DQJDZ1252"", ""DQJVA6225"", ""DQTUI1287"", ""DRHPF2920"", ""DRJPX9457"", ""DRRDD3500"", ""DSZQR8376"", ""DTYDP5264"", ""DUIZW8642"", ""DWBTT8209"", ""DWCTD3003"", ""DXHCB5919"", ""DXHYE9278"", ""DYGHJ0891"", ""DYRMT9480"", ""DZFFW4078"", ""DZKWB0839""]",50,874186d33f3b679b
4,50,anti_cluster,Anti-cluster,11,3487544554,205642543,"[""DACZY2913"", ""DAEXF8484"", ""DAJHM7956"", ""DBIZF0451"", ""DBYCW6873"", ""DCIJQ7018"", ""DCYXM8877"", ""DDCVA2276"", ""DEJMD2536"", ""DERZJ4600"", ""DFEAJ0038"", ""DFIBC1899"", ""DFNBI6922"", ""DFRKF1779"", ""DGDNA0617"", ""DGRCH4426"", ""DGZUS1041"", ""DHUBD2135"", ""DHWLS6819"", ""DIIPF3878"", ""DJHFB1439"", ""DJJVG1917"", ""DJKZD4256"", ""DKTWP2892"", ""DKUAZ4434"", ""DLIKU5639"", ""DMFEL5431"", ""DMIYV7889"", ""DMMAG3845"", ""DMMRS6981"", ""DMSGP0807"", ""DPPCP3370"", ""DQABT4506"", ""DQJDZ1252"", ""DQJVA6225"", ""DQTUI1287"", ""DRHPF2920"", ""DRJPX9457"", ""DRRDD3500"", ""DSZQR8376"", ""DTYDP5264"", ""DUIZW8642"", ""DWBTT8209"", ""DWCTD3003"", ""DXHCB5919"", ""DXHYE9278"", ""DYGHJ0891"", ""DYRMT9480"", ""DZFFW4078"", ""DZKWB0839""]",50,874186d33f3b679b
4,50,anti_cluster,Anti-cluster,12,2845984836,1179794439,"[""DACZY2913"", ""DAJHM7956"", ""DBIZF0451"", ""DBYCW6873"", ""DCIJQ7018"", ""DCYXM8877"", ""DDCVA2276"", ""DEJMD2536"", ""DERZJ4600"", ""DFEAJ0038"", ""DFIBC1899"", ""DFNBI6922"", ""DFRKF1779"", ""DGDNA0617"", ""DGRCH4426"", ""DGZUS1041"", ""DHUBD2135"", ""DHWLS6819"", ""DIIPF3878"", ""DJHFB1439"", ""DJJVG1917"", ""DJKZD4256"", ""DKTWP2892"", ""DKUAZ4434"", ""DLIKU5639"", ""DMFEL5431"", ""DMIYV7889"", ""DMMAG3845"", ""DMMRS6981"", ""DMSGP0807"", ""DPPCP3370"", ""DQABT4506"", ""DQJDZ1252"", ""DQJVA6225"", ""DQTUI1287"", ""DRHPF2920"", ""DRJPX9457"", ""DRQFY3540"", ""DRRDD3500"", ""DSZQR8376"", ""DTYDP5264"", ""DUIZW8642"", ""DWBTT8209"", ""DWCTD3003"", ""DXHCB5919"", ""DXHYE9278"", ""DYGHJ0891"", ""DYRMT9480"", ""DZFFW4078"", ""DZKWB0839""]",50,f1bf39c4d9fcc8e0
4,50,anti_cluster,Anti-cluster,13,1174200127,1725526821,"[""DACZY2913"", ""DAEXF8484"", ""DAJHM7956"", ""DBYCW6873"", ""DCIJQ7018"", ""DCYXM8877"", ""DDCVA2276"", ""DEJMD2536"", ""DERZJ4600"", ""DFEAJ0038"", ""DFIBC1899"", ""DFNBI6922"", ""DFRKF1779"", ""DGDNA0617"", ""DGRCH4426"", ""DGZUS1041"", ""DHUBD2135"", ""DHWLS6819"", ""DIIPF3878"", ""DIWYY0447"", ""DJHFB1439"", ""DJJVG1917"", ""DJKZD4256"", ""DKTWP2892"", ""DKUAZ4434"", ""DLIKU5639"", ""DMFEL5431"", ""DMIYV7889"", ""DMLFU0523"", ""DMMAG3845"", ""DMMRS6981"", ""DMSGP0807"", ""DPPCP3370"", ""DQABT4506"", ""DQJDZ1252"", ""DQTUI1287"", ""DRHPF2920"", ""DRJPX9457"", ""DRRDD3500"", ""DSZQR8376"", ""DTYDP5264"", ""DUIZW8642"", ""DWBTT8209"", ""DWCTD3003"", ""DXHCB5919"", ""DXHYE9278"", ""DYGHJ0891"", ""DYRMT9480"", ""DZFFW4078"", ""DZKWB0839""]",50,23329280d2279544
4,50,anti_cluster,Anti-cluster,14,2773984115,1963929133,"[""DACZY2913"", ""DAEXF8484"", ""DAJHM7956"", ""DBIZF0451"", ""DBYCW6873"", ""DCIJQ7018"", ""DCYXM8877"", ""DDCVA2276"", ""DEJMD2536"", ""DERZJ4600"", ""DFEAJ0038"", ""DFIBC1899"", ""DFNBI6922"", ""DFRKF1779"", ""DGDNA0617"", ""DGRCH4426"", ""DGZUS1041"", ""DHUBD2135"", ""DHWLS6819"", ""DIIPF3878"", ""DJHFB1439"", ""DJJVG1917"", ""DJKZD4256"", ""DKTWP2892"", ""DKUAZ4434"", ""DLIKU5639"", ""DMFEL5431"", ""DMIYV7889"", ""DMMAG3845"", ""DMMRS6981"", ""DMSGP0807"", ""DPPCP3370"", ""DPQLM7176"", ""DQABT4506"", ""DQJDZ1252"", ""DQTUI1287"", ""DRHPF2920"", ""DRJPX9457"", ""DRRDD3500"", ""DSZQR8376"", ""DTYDP5264"", ""DUIZW8642"", ""DWBTT8209"", ""DWCTD3003"", ""DXHCB5919"", ""DXHYE9278"", ""DYGHJ0891"", ""DYRMT9480"", ""DZFFW4078"", ""DZKWB0839""]",50,0e1c568fefbbd7df
4,50,anti_cluster,Anti-cluster,15,1589348111,3018741362,"[""DACZY2913"", ""DAEXF8484"", ""DAJHM7956"", ""DBIZF0451"", ""DBYCW6873"", ""DCIJQ7018"", ""DCYXM8877"", ""DDCVA2276"", ""DEJMD2536"", ""DERZJ4600"", ""DFEAJ0038"", ""DFIBC1899"", ""DFNBI6922"", ""DFRKF1779"", ""DGDNA0617"", ""DGRCH4426"", ""DGZUS1041"", ""DHUBD2135"", ""DHWLS6819"", ""DIIPF3878"", ""DJHFB1439"", ""DJJVG1917"", ""DJKZD4256"", ""DKIJX6114"", ""DKTWP2892"", ""DKUAZ4434"", ""DLIKU5639"", ""DMFEL5431"", ""DMIYV7889"", ""DMMAG3845"", ""DMMRS6981"", ""DMSGP0807"", ""DPPCP3370"", ""DQABT4506"", ""DQJDZ1252"", ""DQTUI1287"", ""DRHPF2920"", ""DRJPX9457"", ""DRRDD3500"", ""DSZQR8376"", ""DTYDP5264"", ""DUIZW8642"", ""DWBTT8209"", ""DWCTD3003"", ""DXHCB5919"", ""DXHYE9278"", ""DYGHJ0891"", ""DYRMT9480"", ""DZFFW4078"", ""DZKWB0839""]",50,2eac7c3008f23c90
4,50,anti_cluster,Anti-cluster,16,4064510353,302006711,"[""DACZY2913"", ""DAEXF8484"", ""DAJHM7956"", ""DBIZF0451"", ""DBYCW6873"", ""DCIJQ7018"", ""DCYXM8877"", ""DDCVA2276"", ""DEJMD2536"", ""DERZJ4600"", ""DFEAJ0038"", ""DFIBC1899"", ""DFNBI6922"", ""DFRKF1779"", ""DGDNA0617"", ""DGRCH4426"", ""DGZUS1041"", ""DHUBD2135"", ""DHWLS6819"", ""DIIPF3878"", ""DJHFB1439"", ""DJJVG1917"", ""DJKZD4256"", ""DKTWP2892"", ""DKUAZ4434"", ""DLIKU5639"", ""DMFEL5431"", ""DMIYV7889"", ""DMMAG3845"", ""DMMRS6981"", ""DMSGP0807"", ""DPPCP3370"", ""DQABT4506"", ""DQJDZ1252"", ""DQJVA6225"", ""DQTUI1287"", ""DRHPF2920"", ""DRJPX9457"", ""DRRDD3500"", ""DSZQR8376"", ""DTYDP5264"", ""DUIZW8642"", ""DWBTT8209"", ""DWCTD3003"", ""DXHCB5919"", ""DXHYE9278"", ""DYGHJ0891"", ""DYRMT9480"", ""DZFFW4078"", ""DZKWB0839""]",50,874186d33f3b679b
4,50,anti_cluster,Anti-cluster,17,3635576360,1570790953,"[""DACZY2913"", ""DAEXF8484"", ""DAJHM7956"", ""DBIZF0451"", ""DBYCW6873"", ""DCIJQ7018"", ""DCYXM8877"", ""DDCVA2276"", ""DEJMD2536"", ""DERZJ4600"", ""DFEAJ0038"", ""DFIBC1899"", ""DFNBI6922"", ""DFRKF1779"", ""DGDNA0617"", ""DGRCH4426"", ""DGZUS1041"", ""DHUBD2135"", ""DHWLS6819"", ""DIIPF3878"", ""DJHFB1439"", ""DJJVG1917"", ""DJKZD4256"", ""DKTWP2892"", ""DKUAZ4434"", ""DLIKU5639"", ""DMFEL5431"", ""DMIYV7889"", ""DMMAG3845"", ""DMMRS6981"", ""DMSGP0807"", ""DPPCP3370"", ""DQABT4506"", ""DQJDZ1252"", ""DQJVA6225"", ""DQTUI1287"", ""DRHPF2920"", ""DRJPX9457"", ""DRRDD3500"", ""DSZQR8376"", ""DTYDP5264"", ""DUIZW8642"", ""DWBTT8209"", ""DWCTD3003"", ""DXHCB5919"", ""DXHYE9278"", ""DYGHJ0891"", ""DYRMT9480"", ""DZFFW4078"", ""DZKWB0839""]",50,874186d33f3b679b
4,50,anti_cluster,Anti-cluster,18,2059625705,1198212404,"[""DACZY2913"", ""DAEXF8484"", ""DAJHM7956"", ""DBYCW6873"", ""DCIJQ7018"", ""DCYXM8877"", ""DDCVA2276"", ""DEJMD2536"", ""DERZJ4600"", ""DFCTF9310"", ""DFEAJ0038"", ""DFIBC1899"", ""DFNBI6922"", ""DFRKF1779"", ""DGDNA0617"", ""DGRCH4426"", ""DGZUS1041"", ""DHUBD2135"", ""DHWLS6819"", ""DIIPF3878"", ""DJHFB1439"", ""DJJVG1917"", ""DJKZD4256"", ""DKTWP2892"", ""DKUAZ4434"", ""DLIKU5639"", ""DMFEL5431"", ""DMIYV7889"", ""DMMAG3845"", ""DMMRS6981"", ""DMSGP0807"", ""DPPCP3370"", ""DQABT4506"", ""DQJDZ1252"", ""DQJVA6225"", ""DQTUI1287"", ""DRHPF2920"", ""DRJPX9457"", ""DRRDD3500"", ""DSZQR8376"", ""DTYDP5264"", ""DUIZW8642"", ""DWBTT8209"", ""DWCTD3003"", ""DXHCB5919"", ""DXHYE9278"", ""DYGHJ0891"", ""DYRMT9480"", ""DZFFW4078"", ""DZKWB0839""]",50,6749c895f968f3c6
4,50,anti_cluster,Anti-cluster,19,2644611738,2345441583,"[""DACZY2913"", ""DAEXF8484"", ""DAJHM7956"", ""DBYCW6873"", ""DCIJQ7018"", ""DCYXM8877"", ""DDCVA2276"", ""DEJMD2536"", ""DERZJ4600"", ""DFEAJ0038"", ""DFIBC1899"", ""DFNBI6922"", ""DFRKF1779"", ""DGDNA0617"", ""DGRCH4426"", ""DGZUS1041"", ""DHUBD2135"", ""DHWLS6819"", ""DIIPF3878"", ""DITUM6528"", ""DJHFB1439"", ""DJJVG1917"", ""DJKZD4256"", ""DKTWP2892"", ""DKUAZ4434"", ""DLIKU5639"", ""DMFEL5431"", ""DMIYV7889"", ""DMMAG3845"", ""DMMRS6981"", ""DMSGP0807"", ""DPPCP3370"", ""DQABT4506"", ""DQJDZ1252"", ""DQJVA6225"", ""DQTUI1287"", ""DRHPF2920"", ""DRJPX9457"", ""DRRDD3500"", ""DSZQR8376"", ""DTYDP5264"", ""DUIZW8642"", ""DWBTT8209"", ""DWCTD3003"", ""DXHCB5919"", ""DXHYE9278"", ""DYGHJ0891"", ""DYRMT9480"", ""DZFFW4078"", ""DZKWB0839""]",50,02ae6031038d4e23
4,50,circumferential,Circumferential,0,3415038383,61840845,"[""DAEXF8484"", ""DAJHM7956"", ""DALBP5360"", ""DAUPG9028"", ""DBFUZ7169"", ""DBJPV1452"", ""DCIJQ7018"", ""DCQTB2627"", ""DERZJ4600"", ""DEWGT8066"", ""DFEAJ0038"", ""DFIBC1899"", ""DGDNA0617"", ""DGTDZ6242"", ""DHUBD2135"", ""DIBVR6629"", ""DIFIV9884"", ""DITUY8368"", ""DIWYY0447"", ""DJJVG1917"", ""DJKZD4256"", ""DKIJX6114"", ""DKUAZ4434"", ""DMAFX5938"", ""DMIYV7889"", ""DMLFU0523"", ""DMLRY2750"", ""DMSGP0807"", ""DMTRR1120"", ""DNBEB5545"", ""DNFCT5518"", ""DPDDG5192"", ""DPQLM7176"", ""DQABT4506"", ""DQTUI1287"", ""DRCQU4244"", ""DRCSL7614"", ""DRDZF3698"", ""DRJPX9457"", ""DSHWY2305"", ""DTFVD6048"", ""DTYDP5264"", ""DUNKA8014"", ""DUXLQ7589"", ""DVCMB9343"", ""DWBTT8209"", ""DYLLV9237"", ""DYRMT9480"", ""DYWWS0378"", ""DZKWB0839""]",50,2849b523ef9bf868
4,50,circumferential,Circumferential,1,2999531830,2373049201,"[""DAEXF8484"", ""DBIZF0451"", ""DBYCW6873"", ""DCHTB8281"", ""DCIJQ7018"", ""DCQTB2627"", ""DDGHI0125"", ""DEJMD2536"", ""DEYGE9157"", ""DFCTF9310"", ""DFIRX1818"", ""DFKYH6865"", ""DFNBI6922"", ""DFRKF1779"", ""DGKDK3415"", ""DGRCH4426"", ""DGTDZ6242"", ""DGZUS1041"", ""DHUBD2135"", ""DHWLS6819"", ""DHZTI7858"", ""DIBVR6629"", ""DICQL6656"", ""DIWYY0447"", ""DIZEF3591"", ""DJKZD4256"", ""DKRXT7147"", ""DKUAZ4434"", ""DLUKV4510"", ""DMLFU0523"", ""DMLRY2750"", ""DMMRS6981"", ""DMTRR1120"", ""DNCCJ5144"", ""DPBXQ5234"", ""DPDDG5192"", ""DPMHQ8304"", ""DPPCP3370"", ""DQJVA6225"", ""DRCSL7614"", ""DRDMU5348"", ""DSKEW3707"", ""DSMXS8409"", ""DTFVD6048"", ""DUIZW8642"", ""DUXLQ7589"", ""DVCMB9343"", ""DWBTT8209"", ""DYLLV9237"", ""DYWEY8508""]",50,fa0630d3d184d333
